OSS;NUMERO_ISCRIZIONE_RUI_PF;NUMERO_ISCRIZIONE_RUI_PG;QUALIFICA_INTERMEDIARIO;RESPONSABILE
17660;A000127568;A000127692;Responsabile dell'attività di intermediazione;
17661;A000156287;A000562346;Responsabile dell'attività di intermediazione;
17662;A000126474;A000294817;Responsabile dell'attività di intermediazione;
17663;A000128336;A000123108;Responsabile dell'attività di intermediazione;
17664;A000076686;A000258496;Responsabile dell'attività di intermediazione;
17665;A000183658;A000710049;Responsabile dell'attività di intermediazione;
17666;A000036770;A000543387;Responsabile dell'attività di intermediazione;
17667;A000139818;A000728349;Responsabile dell'attività di intermediazione;
17668;A000156044;A000536998;Responsabile dell'attività di intermediazione;
17669;A000188287;A000438693;Responsabile dell'attività di intermediazione;
17670;A000065837;A000065836;Responsabile dell'attività di intermediazione;
17671;B000097148;B000354189;Responsabile dell'attività di intermediazione;
17672;A000062939;A000062681;Responsabile dell'attività di intermediazione;
17673;A000181033;A000533908;Responsabile dell'attività di intermediazione;
17674;A000073293;A000178857;Responsabile dell'attività di intermediazione;
17675;A000118854;A000118349;Responsabile dell'attività di intermediazione;
17676;A000127027;A000127039;Responsabile dell'attività di intermediazione;
17677;A000101317;A000671187;Responsabile dell'attività di intermediazione;
17678;A000185444;A000183422;Responsabile dell'attività di intermediazione;
17679;A000069485;A000103781;Responsabile dell'attività di intermediazione;
17680;A000069490;A000747350;Responsabile dell'attività di intermediazione;
17681;A000169647;A000514527;Responsabile dell'attività di intermediazione;
17682;A000100835;A000447368;Responsabile dell'attività di intermediazione;
17683;A000116171;A000119325;Responsabile dell'attività di intermediazione;
17684;A000116189;A000406796;Responsabile dell'attività di intermediazione;
17685;A000125083;A000125076;Responsabile dell'attività di intermediazione;
17686;A000057616;A000278710;Responsabile dell'attività di intermediazione;
17687;A000052760;A000224654;Responsabile dell'attività di intermediazione;
17688;A000076285;A000679487;Responsabile dell'attività di intermediazione;
17689;A000097432;A000760045;Responsabile dell'attività di intermediazione;
17690;A000097073;A000097100;Responsabile dell'attività di intermediazione;
17691;A000077280;A000082050;Responsabile dell'attività di intermediazione;
17692;A000081809;A000071412;Responsabile dell'attività di intermediazione;
17693;A000178853;A000178855;Responsabile dell'attività di intermediazione;
17694;A000126424;A000117705;Responsabile dell'attività di intermediazione;
17695;A000242976;A000138515;Responsabile dell'attività di intermediazione;
17696;A000187377;A000084642;Responsabile dell'attività di intermediazione;
17697;A000072102;A000305671;Responsabile dell'attività di intermediazione;
17698;A000072109;A000305671;Responsabile dell'attività di intermediazione;
17699;A000187515;A000243591;Responsabile dell'attività di intermediazione;
17700;A000186540;A000150353;Responsabile dell'attività di intermediazione;
17701;A000010738;A000130261;Responsabile dell'attività di intermediazione;
17702;A000153893;A000731044;Responsabile dell'attività di intermediazione;
17703;A000181946;A000181967;Responsabile dell'attività di intermediazione;
17704;A000135284;A000282739;Responsabile dell'attività di intermediazione;
17705;A000187637;A000184264;Responsabile dell'attività di intermediazione;
17706;A000097711;A000306886;Responsabile dell'attività di intermediazione;
17707;A000063564;A000063593;Responsabile dell'attività di intermediazione;
17708;A000066069;A000401457;Responsabile dell'attività di intermediazione;
17709;A000063556;A000063593;Responsabile dell'attività di intermediazione;
17710;A000170159;A000553171;Responsabile dell'attività di intermediazione;
17711;A000116934;A000108774;Responsabile dell'attività di intermediazione;
17712;A000106435;A000101117;Responsabile dell'attività di intermediazione;
17713;A000101928;A000101757;Responsabile dell'attività di intermediazione;
17714;A000170213;A000717808;Responsabile dell'attività di intermediazione;
17715;A000181603;A000269566;Responsabile dell'attività di intermediazione;
17716;B000778461;B000794186;Rappresentante Legale;
17717;A000057622;A000066357;Responsabile dell'attività di intermediazione;
17718;A000169668;A000344860;Responsabile dell'attività di intermediazione;
17719;A000185416;A000489733;Responsabile dell'attività di intermediazione;
17720;A000185418;A000450005;Responsabile dell'attività di intermediazione;
17721;A000082685;A000651336;Responsabile dell'attività di intermediazione;
17722;A000128381;A000217668;Responsabile dell'attività di intermediazione;
17723;A000128273;A000098383;Responsabile dell'attività di intermediazione;
17724;A000072038;A000072002;Responsabile dell'attività di intermediazione;
17725;B000710859;B000691645;Responsabile dell'attività di intermediazione;
17726;B000617433;B000536513;Responsabile dell'attività di intermediazione;
17727;A000169708;A000275522;Responsabile dell'attività di intermediazione;
17728;A000010664;A000170345;Responsabile dell'attività di intermediazione;
17729;A000100728;A000278425;Responsabile dell'attività di intermediazione;
17730;B000565329;B000616215;Responsabile dell'attività di intermediazione;
17731;A000186489;A000744892;Responsabile dell'attività di intermediazione;
17732;A000127893;A000086468;Responsabile dell'attività di intermediazione;
17733;A000128443;A000563600;Responsabile dell'attività di intermediazione;
17734;A000081730;A000755925;Responsabile dell'attività di intermediazione;
17735;A000119567;A000119556;Responsabile dell'attività di intermediazione;
17736;A000191132;A000385571;Responsabile dell'attività di intermediazione;
17737;A000011069;A000478252;Responsabile dell'attività di intermediazione;
17738;A000128101;A000056393;Responsabile dell'attività di intermediazione;
17739;B000128163;B000606500;Rappresentante Legale;
17740;A000781422;A000229520;Responsabile dell'attività di intermediazione;
17741;A000181780;A000179884;Responsabile dell'attività di intermediazione;
17742;A000140943;A000137419;Responsabile dell'attività di intermediazione;
17743;A000144366;A000773601;Responsabile dell'attività di intermediazione;
17744;B000099318;B000390776;Responsabile dell'attività di intermediazione;
17745;B000011636;B000543872;Responsabile dell'attività di intermediazione;
17746;B000190365;B000776592;Responsabile dell'attività di intermediazione;
17747;A000185486;A000651336;Responsabile dell'attività di intermediazione;
17748;A000185497;A000275429;Responsabile dell'attività di intermediazione;
17749;A000097820;A000097774;Responsabile dell'attività di intermediazione;
17750;A000065381;A000403257;Responsabile dell'attività di intermediazione;
17751;A000181810;A000179817;Responsabile dell'attività di intermediazione;
17752;A000068986;A000113723;Responsabile dell'attività di intermediazione;
17753;B000449241;B000592968;Responsabile dell'attività di intermediazione;
17754;A000185576;A000529872;Responsabile dell'attività di intermediazione;
17755;A000145906;A000145909;Responsabile dell'attività di intermediazione;
17756;A000146126;A000670338;Responsabile dell'attività di intermediazione;
17757;A000146128;A000142833;Responsabile dell'attività di intermediazione;
17758;A000146128;A000529872;Responsabile dell'attività di intermediazione;
17759;A000049962;A000185723;Responsabile dell'attività di intermediazione;
17760;A000187559;A000767332;Responsabile dell'attività di intermediazione;
17761;A000059342;A000073412;Responsabile dell'attività di intermediazione;
17762;A000083119;A000083117;Responsabile dell'attività di intermediazione;
17763;B000628664;B000646996;Responsabile dell'attività di intermediazione;
17764;A000190488;A000128111;Responsabile dell'attività di intermediazione;
17765;A000087721;A000265132;Responsabile dell'attività di intermediazione;
17766;A000055161;A000452994;Responsabile dell'attività di intermediazione;
17767;A000168811;A000496182;Responsabile dell'attività di intermediazione;
17768;A000139651;A000306630;Responsabile dell'attività di intermediazione;
17769;A000056053;A000197616;Responsabile dell'attività di intermediazione;
17770;A000097034;A000589146;Responsabile dell'attività di intermediazione;
17771;A000000303;A000622477;Responsabile dell'attività di intermediazione;
17772;A000074592;A000433418;Responsabile dell'attività di intermediazione;
17773;A000128240;A000125139;Responsabile dell'attività di intermediazione;
17774;A000085074;A000705421;Responsabile dell'attività di intermediazione;
17775;A000009897;A000377765;Responsabile dell'attività di intermediazione;
17776;A000052161;A000012353;Responsabile dell'attività di intermediazione;
17777;B000636949;B000099652;Responsabile dell'attività di intermediazione;
17778;A000171760;A000171756;Responsabile dell'attività di intermediazione;
17779;A000134818;A000335885;Responsabile dell'attività di intermediazione;
17780;A000057067;A000012123;Responsabile dell'attività di intermediazione;
17781;A000243674;A000699635;Responsabile dell'attività di intermediazione;
17782;A000002070;A000697363;Responsabile dell'attività di intermediazione;
17783;A000054975;A000224673;Responsabile dell'attività di intermediazione;
17784;B000005741;B000672626;Responsabile dell'attività di intermediazione;
17785;A000147532;A000279436;Responsabile dell'attività di intermediazione;
17786;A000322648;A000639350;Responsabile dell'attività di intermediazione;
17787;A000190521;A000704355;Responsabile dell'attività di intermediazione;
17788;A000107292;A000591557;Responsabile dell'attività di intermediazione;
17789;A000072935;A000603951;Responsabile dell'attività di intermediazione;
17790;A000133251;A000717884;Responsabile dell'attività di intermediazione;
17791;A000096693;A000338481;Responsabile dell'attività di intermediazione;
17792;A000004393;A000275915;Responsabile dell'attività di intermediazione;
17793;A000119323;A000241830;Responsabile dell'attività di intermediazione;
17794;A000119323;A000769683;Responsabile dell'attività di intermediazione;
17795;A000085911;A000127925;Responsabile dell'attività di intermediazione;
17796;A000009830;A000516803;Responsabile dell'attività di intermediazione;
17797;A000059753;A000068189;Responsabile dell'attività di intermediazione;
17798;A000132116;A000597261;Responsabile dell'attività di intermediazione;
17799;A000163377;A000631612;Responsabile dell'attività di intermediazione;
17800;A000190158;A000168149;Responsabile dell'attività di intermediazione;
17801;A000009147;A000012919;Responsabile dell'attività di intermediazione;
17802;A000091524;A000186128;Responsabile dell'attività di intermediazione;
17803;A000013136;A000779881;Responsabile dell'attività di intermediazione;
17804;A000310160;A000387997;Responsabile dell'attività di intermediazione;
17805;A000310246;A000426652;Responsabile dell'attività di intermediazione;
17806;A000117924;A000733560;Responsabile dell'attività di intermediazione;
17807;A000115066;A000557408;Responsabile dell'attività di intermediazione;
17808;A000146876;A000447215;Responsabile dell'attività di intermediazione;
17809;B000006786;B000427706;Rappresentante Legale;
